"Report_ID","Date","Status","Location","Incident_Category","Incident_Type","Description","Report","Report_Time","Length"
1704494,"12/1/17","Inactive Investigation","The Lorenzo Apartments","NA",NA,NA," 12/1/17 - 11:49 pm                    Location: THE LORENZO APARTMENTS                                    Report #: 1704494
Occurred: 12/1/17 - 10:00 pm     to 12/2/17 - 10:02 pm                                   Disposition: Inactive Investigation
Incident: ROBBERY                                  Robbery-Firearm
","12/1/17 - 11:49 pm","12/1/17 - 10:00 pm     to 12/2/17 - 10:02 pm"
1704495,"12/2/17","CLOSED","Early Childhood Training Center","VANDALISM","VANDALISM                                  Vandalism-Misdemeanor","A suspect used a knife to slash the rear passenger side tire of a non-USC male's vehicle while it was parked at the location."," 12/2/17 - 11:11 am                     Location: EARLY CHILDHOOD TRAINING CENTER                            Report #: 1704495
Occurred: 12/2/17 - 10:30 am      to 12/2/17 - 10:30 am                                  Disposition: CLOSED
Incident: VANDALISM                                  Vandalism-Misdemeanor
Summary: A suspect used a knife to slash the rear passenger side tire of a non-USC male's vehicle while it was parked at the location.","12/2/17 - 11:11 am","12/2/17 - 10:30 am      to 12/2/17 - 10:30 am"
1704496,"12/2/17","Inactive Investigation","1238 37Th Dr","OBSCENE ACTIVITY","OBSCENE ACTIVITY                           Obscene, Annoying, Threatening Phone Calls","A student reported that her ex-boyfriend, also a student, continues to contact her on social media and by text and email"," 12/2/17 - 10:32 am                     Location: 1238 37TH DR                                               Report #: 1704496
Occurred: 12/2/17 - 10:32 am      to 12/2/17 - 12:07 pm                                  Disposition: Inactive Investigation
Incident: OBSCENE ACTIVITY                           Obscene, Annoying, Threatening Phone Calls
Summary: A student reported that her ex-boyfriend, also a student, continues to contact her on social media and by text and email
          messages after being asked not to do so.
          cc: Student Affairs, Judicial Affairs, HR","12/2/17 - 10:32 am","12/2/17 - 10:32 am      to 12/2/17 - 12:07 pm"
1704497,"12/2/17","CLOSED","University Residence Hall","FIRE","FIRE                                       Alarm Malfunction","A fire alarm was activated by unknown cause."," 12/2/17 - 11:42 am                     Location: UNIVERSITY RESIDENCE HALL                                  Report #: 1704497
Occurred: 12/2/17 - 11:42 am      to 12/2/17 - 12:08 pm                                  Disposition: CLOSED
Incident: FIRE                                       Alarm Malfunction
Summary: A fire alarm was activated by unknown cause.
          cc: Student Affairs, Fire, Housing","12/2/17 - 11:42 am","12/2/17 - 11:42 am      to 12/2/17 - 12:08 pm"
1704498,"12/2/17","CLOSED","Marianne & J.douglas Pardee Tower","PROPERTY","PROPERTY                                   Recovered/Impounded Bicycle","Three bicycles were removed from the location and impounded at the DPS office."," 12/2/17 - 12:35 pm                     Location: MARIANNE & J.DOUGLAS PARDEE TOWER                          Report #: 1704498
Occurred: 12/2/17 - 12:35 pm      to 12/2/17 - 12:35 pm                                  Disposition: CLOSED
Incident: PROPERTY                                   Recovered/Impounded Bicycle
Summary: Three bicycles were removed from the location and impounded at the DPS office.","12/2/17 - 12:35 pm","12/2/17 - 12:35 pm      to 12/2/17 - 12:35 pm"
1704499,"12/2/17","Cleared Arrest","28Th St & University Av","ALCOHOL","ALCOHOL                                    Drunk In Public","A non-USC male was arrested for public intoxication."," 12/2/17 - 9:43 am                      Location: 28TH ST & UNIVERSITY AV                                    Report #: 1704499
Occurred: 12/2/17 - 9:43 am       to 12/2/17 - 12:46 pm                                  Disposition: Cleared Arrest
Incident: ALCOHOL                                    Drunk In Public
Summary: A non-USC male was arrested for public intoxication.","12/2/17 - 9:43 am","12/2/17 - 9:43 am       to 12/2/17 - 12:46 pm"
1704500,"12/2/17","CLOSED","Pertusati University Bookstore","PROPERTY","PROPERTY                                   Recovered/Impounded Bicycle","A bicycle was removed from the location and impounded at the DPS office."," 12/2/17 - 2:25 pm                      Location: PERTUSATI UNIVERSITY BOOKSTORE                             Report #: 1704500
Occurred: 12/2/17 - 2:25 pm       to 12/2/17 - 2:26 pm                                   Disposition: CLOSED
Incident: PROPERTY                                   Recovered/Impounded Bicycle
Summary: A bicycle was removed from the location and impounded at the DPS office.","12/2/17 - 2:25 pm","12/2/17 - 2:25 pm       to 12/2/17 - 2:26 pm"
1704501,"12/2/17","CLOSED","Jill & Frank Fertitta Hall","PROPERTY","PROPERTY                                   Recovered/Impounded Bicycle","Four bicycles were removed from the location and impounded at the DPS office."," 12/2/17 - 2:32 pm                      Location: JILL & FRANK FERTITTA HALL                                 Report #: 1704501
Occurred: 12/2/17 - 1:00 pm       to 12/2/17 - 1:45 pm                                   Disposition: CLOSED
Incident: PROPERTY                                   Recovered/Impounded Bicycle
Summary: Four bicycles were removed from the location and impounded at the DPS office.
","12/2/17 - 2:32 pm","12/2/17 - 1:00 pm       to 12/2/17 - 1:45 pm"
1704502,"12/2/17","CLOSED","Troy Hall","TRAFFIC","TRAFFIC                                   Traffic Collision Without Injuries","A non-USC female driving her personal vehicle collided with another non-USC female driving her personal vehicle, causing"," 12/2/17 - 2:43 pm                    Location: TROY HALL                                                         Report #: 1704502
Occurred: 12/2/17 - 2:43 pm       to 12/2/17 - 3:01 pm                                     Disposition: CLOSED
Incident: TRAFFIC                                   Traffic Collision Without Injuries
Summary: A non-USC female driving her personal vehicle collided with another non-USC female driving her personal vehicle, causing
          unspecified damage.","12/2/17 - 2:43 pm","12/2/17 - 2:43 pm       to 12/2/17 - 3:01 pm"
NA,"12/2/17","Inactive Investigation","Sheely & Ofer Nemirovsky And David C.","THEFT GRAND","THEFT-GRAND                               Theft Bicycle","A suspect removed a bicycle."," 12/2/17 - 3:28 pm                    Location: SHEELY & OFER NEMIROVSKY AND DAVID C.                             Report #: 1704503
                                                            BOHNETT RESIDENTIAL COLLEGE
Occurred: 12/1/17 - 1:00 pm       to 12/2/17 - 12:00 pm                                    Disposition: Inactive Investigation
Incident: THEFT-GRAND                               Theft Bicycle
Summary: A suspect removed a bicycle.","12/2/17 - 3:28 pm","12/1/17 - 1:00 pm       to 12/2/17 - 12:00 pm"
1704504,"12/2/17","CLOSED","Corwin D. Denney Research Center","PROPERTY","PROPERTY                                  Recovered/Impounded Bicycle","Two bicycles were removed from the location and impounded at the DPS office."," 12/2/17 - 4:11 pm                    Location: CORWIN D. DENNEY RESEARCH CENTER                                  Report #: 1704504
Occurred: 12/2/17 - 4:11 pm       to 12/2/17 - 4:12 pm                                     Disposition: CLOSED
Incident: PROPERTY                                  Recovered/Impounded Bicycle
Summary: Two bicycles were removed from the location and impounded at the DPS office.","12/2/17 - 4:11 pm","12/2/17 - 4:11 pm       to 12/2/17 - 4:12 pm"
1704505,"12/2/17","Void","Seaver Science Library","ADMINISTRATIVE","ADMINISTRATIVE                            Report Voided","Three bicycles were removed from the location and impounded at the DPS office."," 12/2/17 - 5:05 pm                    Location: SEAVER SCIENCE LIBRARY                                            Report #: 1704505
Occurred: 12/2/17 - 5:05 pm       to 12/2/17 - 5:06 pm                                     Disposition: Void
Incident: ADMINISTRATIVE                            Report Voided
Summary: Three bicycles were removed from the location and impounded at the DPS office.","12/2/17 - 5:05 pm","12/2/17 - 5:05 pm       to 12/2/17 - 5:06 pm"
1704506,"12/2/17","CLOSED","Seaver Science Library","PROPERTY","PROPERTY                                  Recovered/Impounded Bicycle","Three bicycles were removed from the location and impounded at the DPS office."," 12/2/17 - 5:07 pm                    Location: SEAVER SCIENCE LIBRARY                                            Report #: 1704506
Occurred: 12/2/17 - 5:07 pm       to 12/2/17 - 5:09 pm                                     Disposition: CLOSED
Incident: PROPERTY                                  Recovered/Impounded Bicycle
Summary: Three bicycles were removed from the location and impounded at the DPS office.","12/2/17 - 5:07 pm","12/2/17 - 5:07 pm       to 12/2/17 - 5:09 pm"
NA,"12/2/17","CLOSED","Ray & Nadine Watt Hall Of Architecture","SERVICE","SERVICE                                   Injury Response","A student was treated and released to seek additional medical treatment on her own after sustaining a cut to her finger."," 12/2/17 - 6:45 pm                    Location: RAY & NADINE WATT HALL OF ARCHITECTURE                            Report #: 1704507
                                                            & FINE ARTS
Occurred: 12/2/17 - 6:50 pm       to 12/2/17 - 7:16 pm                                     Disposition: CLOSED
Incident: SERVICE                                   Injury Response
Summary: A student was treated and released to seek additional medical treatment on her own after sustaining a cut to her finger.
          cc: Student Affairs, Risk Management","12/2/17 - 6:45 pm","12/2/17 - 6:50 pm       to 12/2/17 - 7:16 pm"
1704508,"12/2/17","CLOSED","Founders Apartments","TRAFFIC","TRAFFIC                                   Traffic Collision Without Injuries","A student drove her vehicle into a rolling parking gate, causing the gate to hit a water line and break off a fire sprinkler head."," 12/2/17 - 11:13 pm                   Location: FOUNDERS APARTMENTS                                               Report #: 1704508
Occurred: 12/2/17 - 11:13 pm      to 12/2/17 - 11:59 pm                                    Disposition: CLOSED
Incident: TRAFFIC                                   Traffic Collision Without Injuries
Summary: A student drove her vehicle into a rolling parking gate, causing the gate to hit a water line and break off a fire sprinkler head.
          There was minor damage to the vehicle.
          cc: Risk Management, Housing
","12/2/17 - 11:13 pm","12/2/17 - 11:13 pm      to 12/2/17 - 11:59 pm"
